X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,email,date_updated,dis_status,POINT_X,POINT_Y
-118.558697955579,34.2419477664909,21792,HSIP Freedom Gnis_cultural_fe,1733230,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Northridge Pavilion Shopping Center,,,,,,,,,,24051,,,http://egis3.lacounty.gov/lms/?p=24051,publish,34.2419478,-118.5586979,,2010/11/01 19:50:56+00,,6392818.53970206,1910898.95833398
-118.560642156006,34.2288926661982,21793,HSIP Freedom Gnis_cultural_fe,1733231,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Northridge Plaza Shopping Center,,,,,,,,,,24052,,,http://egis3.lacounty.gov/lms/?p=24052,publish,34.2288927,-118.5606421,,2010/11/01 19:50:56+00,,6392204.46350239,1906151.31658256
-118.508051685575,34.1610280169134,21794,HSIP Freedom Gnis_cultural_fe,1733233,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Plaza De Oro Shopping Center,,,,,,,,,,24053,,,http://egis3.lacounty.gov/lms/?p=24053,publish,34.16102805,-118.50805163,,2011/04/21 21:12:04+00,,6407976.06909822,1881369.95275956
-118.367017256034,33.7694610672918,21795,HSIP Freedom Gnis_cultural_fe,1733020,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Town And Country Shopping Center,,,,,,,,,,24054,,,http://egis3.lacounty.gov/lms/?p=24054,publish,33.7694611,-118.3670172,,2010/11/01 19:50:56+00,,6450120.8552153,1738685.32671206
-118.354240255721,33.8361267672155,21796,HSIP Freedom Gnis_cultural_fe,1733025,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Village Del Amo Shopping Center,,,,,,,,,,24055,,,http://egis3.lacounty.gov/lms/?p=24055,publish,33.8361268,-118.3542402,,2010/11/01 19:50:56+00,,6454089.72063714,1762932.70899148
-118.572030656273,34.2005600661608,21797,HSIP Freedom Gnis_cultural_fe,1733239,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Sherman Plaza Shopping Center,,,,,,,,,,24057,,,http://egis3.lacounty.gov/lms/?p=24057,publish,34.2005601,-118.5720306,,2010/11/01 19:50:56+00,,6388703.41013706,1895860.1337529
-118.604531056247,34.1805605667859,21798,HSIP Freedom Gnis_cultural_fe,1733242,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,The Promenade At Woodland Hills Shopping Center,,,,,,,,,,24058,,,http://egis3.lacounty.gov/lms/?p=24058,publish,34.1805606,-118.604531,,2010/11/01 19:50:56+00,,6378832.49254297,1888639.59996565
-118.603975755646,34.1905603664171,21799,HSIP Freedom Gnis_cultural_fe,1733243,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Topanga Plaza Shopping Center,,,,,,,,,,24059,,,http://egis3.lacounty.gov/lms/?p=24059,publish,34.1905604,-118.6039757,,2010/11/01 19:50:56+00,,6379022.30482739,1892277.63271581
-118.552864255662,34.2347257665685,21800,HSIP Freedom Gnis_cultural_fe,1733245,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Walnut Grove Shopping Center,,,,,,,,,,24060,,,http://egis3.lacounty.gov/lms/?p=24060,publish,34.2347258,-118.5528642,,2010/11/01 19:50:56+00,,6394567.14906572,1908261.03316364
-118.604808655298,34.1691719660516,21801,HSIP Freedom Gnis_cultural_fe,1733246,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Warner Plaza Shopping Center,,,,,,,,,,24061,,,http://egis3.lacounty.gov/lms/?p=24061,publish,34.169172,-118.6048086,,2010/11/01 19:50:56+00,,6378723.59774764,1884495.66173123
-118.588974855272,34.1672274668575,21802,HSIP Freedom Gnis_cultural_fe,1733253,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Woodland Hills Village Plaza Shopping Center,,,,,,,,,,24062,,,http://egis3.lacounty.gov/lms/?p=24062,publish,34.1672275,-118.5889748,,2010/11/01 19:50:56+00,,6383508.91429247,1883759.59430572
-118.758701255237,34.1527830662998,21803,HSIP Freedom Gnis_cultural_fe,1733438,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Agoura Meadows Shopping Center,,,,,,,,,,24063,,,http://egis3.lacounty.gov/lms/?p=24063,publish,34.1527831,-118.7587012,,2010/11/01 19:50:56+00,,6332128.86646222,1878847.33838223
-118.643976055119,34.1561165660816,21807,HSIP Freedom Gnis_cultural_fe,1733466,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Parkway Calabasas Shopping Center,,,,,,,,,,24067,,,http://egis3.lacounty.gov/lms/?p=24067,publish,34.1561166,-118.643976,,2010/11/01 19:50:56+00,,6366845.68810456,1879818.25638789
-118.641476655439,34.1883380661428,21808,HSIP Freedom Gnis_cultural_fe,1733467,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Platt Village Shopping Center,,,,,,,,,,24068,,,http://egis3.lacounty.gov/lms/?p=24068,publish,34.1883381,-118.6414766,,2010/11/01 19:50:56+00,,6367676.66282055,1891539.17126623
-118.755089755078,34.143894366212,21810,HSIP Freedom Gnis_cultural_fe,1733481,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Whizins Mall Shopping Center,,,,,,,,,,24070,,,http://egis3.lacounty.gov/lms/?p=24070,publish,34.1438944,-118.7550897,,2010/11/01 19:50:56+00,,6333197.18880063,1875604.4416528
-118.334520355956,34.0166790668692,21812,HSIP Freedom Gnis_cultural_fe,1732766,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Crenshaw Square Shopping Center,,,,,,,,,,24072,,,http://egis3.lacounty.gov/lms/?p=24072,publish,34.0166791,-118.3345203,,2010/11/01 19:50:56+00,,6460297.18197547,1828618.90209389
-118.39452465571,34.181394366424,21813,HSIP Freedom Gnis_cultural_fe,1732883,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Laurel Plaza Shopping Center,,,,,,,,,,24073,,,http://egis3.lacounty.gov/lms/?p=24073,publish,34.1813944,-118.3945246,,2010/11/01 19:50:56+00,,6442348.81465705,1888627.38870397
-118.34035375597,34.0130679668999,21815,HSIP Freedom Gnis_cultural_fe,1732828,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Santa Barbara Plaza Shopping Center,,,,,,,,,,24075,,,http://egis3.lacounty.gov/lms/?p=24075,publish,34.013068,-118.3403537,,2010/11/01 19:50:56+00,,6458524.98342013,1827310.69178382
-118.360077456624,34.0702876666598,21816,HSIP Freedom Gnis_cultural_fe,1732835,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Town And Country Shopping Center,,,,,,,,,,24076,,,http://egis3.lacounty.gov/lms/?p=24076,publish,34.0702877,-118.3600774,,2010/11/01 19:50:56+00,,6452622.26720722,1848154.75705098
-118.493972156148,34.1583390663561,21817,HSIP Freedom Gnis_cultural_fe,1732855,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Rubio Plaza Shopping Center,,,,,,,,,,24077,,,http://egis3.lacounty.gov/lms/?p=24077,publish,34.1583391,-118.4939721,,2010/11/01 19:50:56+00,,6412230.52253155,1880370.17687197
-118.436747856024,34.1569504665814,21818,HSIP Freedom Gnis_cultural_fe,1732858,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Sherman Oaks Fashion Square Shopping Center,,,,,,,,,,24078,,,http://egis3.lacounty.gov/lms/?p=24078,publish,34.1569505,-118.4367478,,2010/11/01 19:50:56+00,,6429540.09585197,1879784.6973999
-118.467304455831,34.1552837665527,21819,HSIP Freedom Gnis_cultural_fe,1732859,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Sherman Oaks Galleria Shopping Center,,,,,,,,,,24079,,,http://egis3.lacounty.gov/lms/?p=24079,publish,34.1552838,-118.4673044,,2010/11/01 19:50:56+00,,6420292.98803389,1879219.73297864
-118.447581556307,34.1525061668631,21820,HSIP Freedom Gnis_cultural_fe,1732861,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Sherman Oaks Square Shopping Center,,,,,,,,,,24080,,,http://egis3.lacounty.gov/lms/?p=24080,publish,34.1525062,-118.4475815,,2010/11/01 19:50:56+00,,6426255.37341881,1878181.76917531
-118.447303755584,34.1513950669508,21821,HSIP Freedom Gnis_cultural_fe,1732862,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Sherman Oaks Town Center Shopping Center,,,,,,,,,,24081,,,http://egis3.lacounty.gov/lms/?p=24081,publish,34.1513951,-118.4473037,,2010/11/01 19:50:56+00,,6426337.62161389,1877777.04951231
-118.449249656349,34.2236149663131,21824,HSIP Freedom Gnis_cultural_fe,1732888,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Panorama Mall Shopping Center,,,,,,,,,,24083,,,http://egis3.lacounty.gov/lms/?p=24083,publish,34.223615,-118.4492496,,2010/11/01 19:50:56+00,,6425866.35254331,1904061.5422188
-118.397501766394,34.1875060761142,21825,HSIP Freedom Gnis_cultural_fe,1732898,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Valley Plaza Shopping Center,,,,,,,,,,24084,,,http://egis3.lacounty.gov/lms/?p=24084,publish,34.18750611,-118.39750171,,2011/04/21 21:34:43+00,,6441457.20620406,1890855.08044282
-118.449249856081,34.2344478661397,21826,HSIP Freedom Gnis_cultural_fe,1732901,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Vannord Center Shopping Center,,,,,,,,,,24085,,,http://egis3.lacounty.gov/lms/?p=24085,publish,34.2344479,-118.4492498,,2010/11/01 19:50:56+00,,6425883.91156331,1908003.79122406
-118.417025555653,34.1872273662175,21827,HSIP Freedom Gnis_cultural_fe,1732902,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Victory Plaza Shopping Center,,,,,,,,,,24086,,,http://egis3.lacounty.gov/lms/?p=24086,publish,34.1872274,-118.4170255,,2010/11/01 19:50:56+00,,6435552.40206881,1890777.57633273
-118.39313505583,34.1430624665355,21828,HSIP Freedom Gnis_cultural_fe,1732865,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Studio City Plaza Shopping Center,,,,,,,,,,24087,,,http://egis3.lacounty.gov/lms/?p=24087,publish,34.1430625,-118.393135,,2010/11/01 19:50:56+00,,6442714.53013296,1874676.17284006
-118.397581055761,34.2222261661403,21830,HSIP Freedom Gnis_cultural_fe,1732875,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Canyon Plaza Shopping Center,,,,,,,,,,24089,,,http://egis3.lacounty.gov/lms/?p=24089,publish,34.2222262,-118.397581,,2010/11/01 19:50:56+00,,6441483.20385547,1903490.34454231
-118.333128156279,33.7936278670388,21831,HSIP Freedom Gnis_cultural_fe,1732929,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Airport Plaza Shopping Center,,,,,,,,,,24090,,,http://egis3.lacounty.gov/lms/?p=24090,publish,33.7936279,-118.3331281,,2010/11/01 19:50:56+00,,6460450.05634163,1747444.38694981
-118.340628155885,33.7897388671899,21832,HSIP Freedom Gnis_cultural_fe,1732943,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Country Hills Shopping Center,,,,,,,,,,24091,,,http://egis3.lacounty.gov/lms/?p=24091,publish,33.7897389,-118.3406281,,2010/11/01 19:50:56+00,,6458166.40966222,1746036.71752106
-118.325629155917,33.8716821675064,21833,HSIP Freedom Gnis_cultural_fe,1732944,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Crenshaw Shopping Center,,,,,,,,,,24092,,,http://egis3.lacounty.gov/lms/?p=24092,publish,33.8716822,-118.3256291,,2010/11/01 19:50:56+00,,6462820.62476322,1775842.75863065
-118.390352155665,33.8397372669978,21836,HSIP Freedom Gnis_cultural_fe,1763229,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,The Pier Shopping Center,,,,,,,,,,24095,,,http://egis3.lacounty.gov/lms/?p=24095,publish,33.8397373,-118.3903521,,2010/11/01 19:50:56+00,,6443127.90955555,1764287.27189915
-118.324867544943,33.3437985584159,21840,LA County Department of Beaches and Harbors,1763262,Private Industry,Shopping Centers,,Catalina Island Chamber of Commerce,Green Pleasure Pier,,,,,,"City of Avalon: 310-510-0220 <br>
Beaches and Harbors Visitors Center: 424-526-7900 <br>
Beaches and Harbors Main Office: 424-526-7777 <br>",http://www.catalinachamber.com/,,,24096,"<a href=""http://www.cityofavalon.com/""> Catalina Island information </a>",,http://egis3.lacounty.gov/lms/?p=24096,publish,33.34379859,-118.32486749,,2017/07/18 17:39:36+00,,6462430.91556889,1583725.38532023
-118.376944455715,33.7747221674379,21848,HSIP Freedom Gnis_cultural_fe,2104522,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Peninsula Shopping Center,,,,,,,,,,24104,,,http://egis3.lacounty.gov/lms/?p=24104,publish,33.7747222,-118.3769444,,2010/11/01 19:50:56+00,,6447110.82284956,1740611.14405465
-118.353611155611,33.8672221672539,21849,HSIP Freedom Gnis_cultural_fe,2353594,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Galleria Shopping Center,,,,,,,,,,24105,,,http://egis3.lacounty.gov/lms/?p=24105,publish,33.8672222,-118.3536111,,2010/11/01 19:50:56+00,,6454320.58336438,1774248.36516589
-118.344722256682,34.0897221671861,21850,HSIP Freedom Gnis_cultural_fe,2353806,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,West Hollywood Gateway Shopping Center,,,,,,,,,,24107,,,http://egis3.lacounty.gov/lms/?p=24107,publish,34.0897222,-118.3447222,,2010/11/01 19:50:56+00,,6457296.76704456,1855210.9965474
-118.383055656574,34.0663888666025,21851,HSIP Freedom Gnis_cultural_fe,2353809,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Wilshire-Robertson Plaza Shopping Center,,,,,,,,,,24108,,,http://egis3.lacounty.gov/lms/?p=24108,publish,34.0663889,-118.3830556,,2010/11/01 19:50:56+00,,6445658.03310423,1846761.64271122
-118.408611156304,33.8861110670184,21852,HSIP Freedom Gnis_cultural_fe,2353841,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Metlox Plaza Shopping Center,,,,,,,,,,24109,,,http://egis3.lacounty.gov/lms/?p=24109,publish,33.8861111,-118.4086111,,2010/11/01 19:50:56+00,,6437651.6360593,1781185.74236722
-118.537586455996,34.2561139667622,21857,HSIP Freedom Gnis_cultural_fe,1733623,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Northridge Shopping Center,,,,,,,,,,24115,,,http://egis3.lacounty.gov/lms/?p=24115,publish,34.256114,-118.5375864,,2010/11/01 19:50:56+00,,6399226.44617756,1916019.42840798
-118.757668785452,34.15687758596,21858,HSIP Freedom Gnis_cultural_fe,1733474,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Twin Oaks Agoura Shopping Center,,,,,,,,,,24116,,,http://egis3.lacounty.gov/lms/?p=24116,publish,34.15687762,-118.75766873,,2011/04/21 21:46:38+00,,6332452.46095939,1880335.01027565
-118.328683756049,33.8039054675294,21861,HSIP Freedom Gnis_cultural_fe,1732945,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Crossroads Shopping Center,,,,,,,,,,24119,,,http://egis3.lacounty.gov/lms/?p=24119,publish,33.8039055,-118.3286837,,2010/11/01 19:50:56+00,,6461812.70355073,1751180.22199781
-118.426189955869,34.0402879666206,21862,HSIP Freedom Gnis_cultural_fe,1693252,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Westside Pavilion Shopping Center,,,,,,,,,,24121,,,http://egis3.lacounty.gov/lms/?p=24121,publish,34.040288,-118.4261899,,2010/11/01 19:50:56+00,,6432554.17151672,1837315.6894903
-118.508973755932,34.2077820664464,21868,HSIP Freedom Gnis_cultural_fe,1733236,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Saticoy Plaza Shopping Center,,,,,,,,,,24127,,,http://egis3.lacounty.gov/lms/?p=24127,publish,34.2077821,-118.5089737,,2010/11/01 19:50:56+00,,6407783.28306647,1898385.79110314
-118.535084655748,34.1688942665091,21869,HSIP Freedom Gnis_cultural_fe,1733241,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Tarzana Square Shopping Center,,,,,,,,,,24128,,,http://egis3.lacounty.gov/lms/?p=24128,publish,34.1688943,-118.5350846,,2010/11/01 19:50:56+00,,6399813.4499248,1884275.01715939
-118.358410655712,34.070287666458,21873,HSIP Freedom Gnis_cultural_fe,1878143,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Parklabrea Shopping Center,,,,,,,,,,24132,,,http://egis3.lacounty.gov/lms/?p=24132,publish,34.0702877,-118.3584106,,2010/11/01 19:50:56+00,,6453127.04933414,1848152.95292073
-118.348966256479,34.0902870671334,21874,HSIP Freedom Gnis_cultural_fe,1878159,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Movietown Plaza Shopping Center,,,,,,,,,,24133,,,http://egis3.lacounty.gov/lms/?p=24133,publish,34.0902871,-118.3489662,,2010/11/01 19:50:56+00,,6456012.50517739,1855421.00695415
-118.007401286476,33.8970645575412,21886,HSIP Freedom Gnis_cultural_fe,244437,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,La Mirada Towne Center Shopping Center,,,,,,,,,,24143,,,http://egis3.lacounty.gov/lms/?p=24143,publish,33.89706459,-118.00740123,,2011/04/23 13:39:18+00,,6559424.25110939,1784919.9914604
-118.116176156551,33.7602950678257,21910,LA County Department of Beaches and Harbors,1702630,Private Industry,Shopping Centers,,Marina Pacifica,Marina Pacifica,,,,,,,http://marinapacifica.com/default.aspx,,,24164,"<p> <a href=""http://marinapacifica.com/default.aspx""> Marina Pacifica </a> </p>",,http://egis3.lacounty.gov/lms/?p=24164,publish,33.7602951,-118.1161761,,2012/01/05 13:59:39+00,,6526356.39172031,1735166.31472123
-118.114787056742,33.746961867572,21911,HSIP Freedom Gnis_cultural_fe,1702634,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Seaside Village,,,,,,,,,,24165,,,http://egis3.lacounty.gov/lms/?p=24165,publish,33.7469619,-118.114787,,2010/11/01 19:50:56+00,,6526773.09397088,1730313.48682848
-118.190901455793,33.7602957672856,21936,HSIP Freedom Gnis_cultural_fe,1702705,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Shoreline Village,,,,,,,,,,24189,,,http://egis3.lacounty.gov/lms/?p=24189,publish,33.7602958,-118.1909014,,2010/11/01 19:50:56+00,,6503642.23340856,1735201.26379831
-118.238405556568,33.9272377671531,21948,HSIP Freedom Gnis_cultural_fe,1732347,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Kenneth Hahn Plaza Shopping Center,,,,,,,,,,24201,,,http://egis3.lacounty.gov/lms/?p=24201,publish,33.9272378,-118.2384055,,2010/11/01 19:50:56+00,,6489346.57925713,1795986.39813331
-118.117844656912,33.859459967093,21949,HSIP Freedom Gnis_cultural_fe,1732357,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Lakewood Marketplace Shopping Center,,,,,,,,,,24202,,,http://egis3.lacounty.gov/lms/?p=24202,publish,33.85946,-118.1178446,,2010/11/01 19:50:56+00,,6525891.52749255,1771255.66117756
-118.224238956336,33.9644591674131,21950,HSIP Freedom Gnis_cultural_fe,1732593,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,South Gate Plaza Shopping Center,,,,,,,,,,24203,,,http://egis3.lacounty.gov/lms/?p=24203,publish,33.9644592,-118.2242389,,2010/11/01 19:50:56+00,,6493674.43247806,1809522.15846331
-118.108398055998,33.7569616678693,21951,HSIP Freedom Gnis_cultural_fe,1732615,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,The Market Place Shopping Center,,,,,,,,,,24204,,,http://egis3.lacounty.gov/lms/?p=24204,publish,33.7569617,-118.108398,,2010/11/01 19:50:56+00,,6528719.38469772,1733950.55238898
-118.324241055527,33.9297366667933,21953,HSIP Freedom Gnis_cultural_fe,1731925,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Crenshaw Imperial Plaza Shopping Center,,,,,,,,,,24206,,,http://egis3.lacounty.gov/lms/?p=24206,publish,33.9297367,-118.324241,,2010/11/01 19:50:56+00,,6463310.15265556,1796968.67602439
-118.305351156101,33.8889043667296,21954,HSIP Freedom Gnis_cultural_fe,1731985,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Pacific Square Shopping Center,,,,,,,,,,24207,,,http://egis3.lacounty.gov/lms/?p=24207,publish,33.8889044,-118.3053511,,2010/11/01 19:50:56+00,,6468995.34240064,1782090.98235464
-118.297573356367,33.8916822671286,21955,HSIP Freedom Gnis_cultural_fe,1731952,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Gardena Valley Shopping Center,,,,,,,,,,24208,,,http://egis3.lacounty.gov/lms/?p=24208,publish,33.8916823,-118.2975733,,2010/11/01 19:50:56+00,,6471358.91411705,1783094.84222355
-118.119512756028,33.9352920674413,21956,HSIP Freedom Gnis_cultural_fe,1732007,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Stonewood Shopping Center,,,,,,,,,,24209,,,http://egis3.lacounty.gov/lms/?p=24209,publish,33.9352921,-118.1195127,,2010/11/01 19:50:56+00,,6525417.88703564,1798853.32317373
-118.308406855775,33.8894597667173,21957,HSIP Freedom Gnis_cultural_fe,1732018,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Tozai Shopping Center,,,,,,,,,,24210,,,http://egis3.lacounty.gov/lms/?p=24210,publish,33.8894598,-118.3084068,,2010/11/01 19:50:56+00,,6468068.55127522,1782295.93601298
-118.031176956396,33.9605684670464,21958,HSIP Freedom Gnis_cultural_fe,1732075,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,The Quad At Whittier Shopping Center,,,,,,,,,,24211,,,http://egis3.lacounty.gov/lms/?p=24211,publish,33.9605685,-118.0311769,,2010/11/01 19:50:56+00,,6552216.12116872,1808031.87371422
-118.266422205516,33.7919610269943,21960,HSIP Freedom Gnis_cultural_fe,1732082,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Wilmington Plaza Shopping Center,,,,,,,,,,24213,,,http://egis3.lacounty.gov/lms/?p=24213,publish,33.79196106,-118.26642215,,2011/04/23 16:28:04+00,,6480716.8589838,1746777.33349389
-118.030342556832,33.9158469673814,21961,HSIP Freedom Gnis_cultural_fe,1732138,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Mirada West Shopping Center,,,,,,,,,,24214,,,http://egis3.lacounty.gov/lms/?p=24214,publish,33.915847,-118.0303425,,2010/11/01 19:50:56+00,,6552464.23582996,1791756.65199964
-118.140623156316,33.8505714676635,21963,HSIP Freedom Gnis_cultural_fe,1733036,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Lakewood Center Mall Shopping Center,,,,,,,,,,24217,,,http://egis3.lacounty.gov/lms/?p=24217,publish,33.8505715,-118.1406231,,2010/11/01 19:50:56+00,,6518971.22506022,1768029.80804923
-118.14312315678,33.848627067566,21964,HSIP Freedom Gnis_cultural_fe,1733039,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Lakewood Square Shopping Center,,,,,,,,,,24218,,,http://egis3.lacounty.gov/lms/?p=24218,publish,33.8486271,-118.1431231,,2010/11/01 19:50:56+00,,6518211.11240722,1767323.26385865
-118.065343256111,33.8883477675629,21966,HSIP Freedom Gnis_cultural_fe,1732086,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Alondra Shopping Center,,,,,,,,,,24220,,,http://egis3.lacounty.gov/lms/?p=24220,publish,33.8883478,-118.0653432,,2010/11/01 19:50:56+00,,6541838.31088763,1781754.1080284
-118.084498696938,33.8867247874501,21967,HSIP Freedom Gnis_cultural_fe,1732087,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Alondra Square Shopping Center,,,,,,,,,,24221,,,http://egis3.lacounty.gov/lms/?p=24221,publish,33.88672482,-118.08449864,,2011/04/23 16:34:27+00,,6536024.0338023,1781167.80014589
-118.082843456535,33.8652928677241,21968,HSIP Freedom Gnis_cultural_fe,1732089,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Artesia Town Center Shopping Center,,,,,,,,,,24222,,,http://egis3.lacounty.gov/lms/?p=24222,publish,33.8652929,-118.0828434,,2010/11/01 19:50:56+00,,6536519.99015947,1773367.78949922
-118.095343956425,33.8664040677705,21969,HSIP Freedom Gnis_cultural_fe,1732090,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Best Plaza Shopping Center,,,,,,,,,,24223,,,http://egis3.lacounty.gov/lms/?p=24223,publish,33.8664041,-118.0953439,,2010/11/01 19:50:56+00,,6532725.36093771,1773775.54590157
-118.059178646944,33.8713954069299,21970,HSIP Freedom Gnis_cultural_fe,1732096,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Cerritos Towne Center Shopping Center,,,,,,,,,,24224,,,http://egis3.lacounty.gov/lms/?p=24224,publish,33.87139544,-118.05917859,,2011/05/04 01:30:17+00,,6543705.67165422,1775583.57771856
-118.081454456865,33.857792967663,21971,HSIP Freedom Gnis_cultural_fe,1732106,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Lincoln Station Shopping Center,,,,,,,,,,24225,,,http://egis3.lacounty.gov/lms/?p=24225,publish,33.857793,-118.0814544,,2010/11/01 19:50:56+00,,6536939.46340188,1770638.04627106
-118.081454756839,33.8741816669885,21972,HSIP Freedom Gnis_cultural_fe,1732110,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Pioneer Artesia Shopping Center,,,,,,,,,,24226,,,http://egis3.lacounty.gov/lms/?p=24226,publish,33.8741817,-118.0814547,,2010/11/01 19:50:56+00,,6536944.2051903,1776602.29549739
-118.047842056143,33.8600148671555,21973,HSIP Freedom Gnis_cultural_fe,1732121,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Cerritos Plaza Shopping Center,,,,,,,,,,24227,,,http://egis3.lacounty.gov/lms/?p=24227,publish,33.8600149,-118.047842,,2010/11/01 19:50:56+00,,6547145.1139223,1771440.08764598
-118.091732555939,33.857515267448,21974,HSIP Freedom Gnis_cultural_fe,1732122,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Cerritos South Town And Country Shopping Center,,,,,,,,,,24228,,,http://egis3.lacounty.gov/lms/?p=24228,publish,33.8575153,-118.0917325,,2010/11/01 19:50:56+00,,6533818.77541755,1770539.67245206
-118.101455256275,33.8622375676695,21975,HSIP Freedom Gnis_cultural_fe,1732149,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Cerritos Auto Square,,,,,,,,,,24229,,,http://egis3.lacounty.gov/lms/?p=24229,publish,33.8622376,-118.1014552,,2010/11/01 19:50:56+00,,6530868.53263038,1772261.07058406
-118.115621856066,33.8341826677204,21977,HSIP Freedom Gnis_cultural_fe,1732223,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Carwood Shopping Center,,,,,,,,,,24231,,,http://egis3.lacounty.gov/lms/?p=24231,publish,33.8341827,-118.1156218,,2010/11/01 19:50:56+00,,6526555.81094089,1762055.83312055
-118.307849256351,33.7508511673609,21979,HSIP Freedom Gnis_cultural_fe,1732997,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Park Plaza Shopping Center,,,,,,,,,,24233,,,http://egis3.lacounty.gov/lms/?p=24233,publish,33.7508512,-118.3078492,,2010/11/01 19:50:56+00,,6468083.29468405,1731852.30297656
